,country,country_code,year,GDP_value,HDI_value,tot_pop,tot_medal,medal_tiers,HDI_ranking,Ranking
562,Djibouti,DJI,1992,478058305.0,0.411,615050,0,No medals,Low,Not top ten
563,Djibouti,DJI,1994,491689221.0,0.41,622364,0,No medals,Low,Not top ten
564,Djibouti,DJI,1996,494004648.0,0.349,643649,0,No medals,Low,Not top ten
565,Djibouti,DJI,1998,514267869.0,0.355,680465,0,No medals,Low,Not top ten
566,Djibouti,DJI,2000,551230862.0,0.36,717577,0,No medals,Low,Not top ten
567,Djibouti,DJI,2002,591122040.0,0.375,746947,0,No medals,Low,Not top ten
568,Djibouti,DJI,2004,666072102.0,0.393,771599,0,No medals,Low,Not top ten
569,Djibouti,DJI,2006,768873684.0,0.413,794554,0,No medals,Low,Not top ten
570,Djibouti,DJI,2008,999105339.0,0.432,816361,0,No medals,Low,Not top ten
571,Djibouti,DJI,2010,1128611700.0,0.454,840194,0,No medals,Low,Not top ten
572,Djibouti,DJI,2012,1353632942.0,0.474,868136,0,No medals,Low,Not top ten
573,Djibouti,DJI,2014,1588000000.0,0.492,898707,0,No medals,Low,Not top ten
574,Dominica,DMA,1992,191759259.0,0.726,70546,0,No medals,High,Not top ten
575,Dominica,DMA,1994,215459259.0,0.726,71044,0,No medals,High,Not top ten
576,Dominica,DMA,1996,236444444.0,0.726,70933,0,No medals,High,Not top ten
577,Dominica,DMA,1998,258440741.0,0.726,70183,0,No medals,High,Not top ten
578,Dominica,DMA,2000,335845815.0,0.703,69650,0,No medals,High,Not top ten
579,Dominica,DMA,2002,337695741.0,0.707,69840,0,No medals,High,Not top ten
580,Dominica,DMA,2004,374771482.0,0.714,70387,0,No medals,High,Not top ten
581,Dominica,DMA,2006,390370370.0,0.721,70718,0,No medals,High,Not top ten
582,Dominica,DMA,2008,458190185.0,0.73,70829,0,No medals,High,Not top ten
583,Dominica,DMA,2010,493824407.0,0.74,70877,0,No medals,High,Not top ten
584,Dominica,DMA,2012,485997988.0,0.739,70954,0,No medals,High,Not top ten
585,Dominica,DMA,2014,523666347.0,0.741,71091,0,No medals,High,Not top ten
586,Dominica,DMA,2016,581484032.0,0.74,71307,0,No medals,High,Not top ten
587,Dominican Republic,DOM,1992,11277676880.0,0.612,7408339,0,No medals,Medium,Not top ten
588,Dominican Republic,DOM,1994,14511134921.0,0.624,7683707,0,No medals,Medium,Not top ten
589,Dominican Republic,DOM,1996,18131813001.0,0.636,7952766,0,No medals,Medium,Not top ten
590,Dominican Republic,DOM,1998,21171523985.0,0.648,8214427,0,No medals,Medium,Not top ten
591,Dominican Republic,DOM,2000,23996063503.0,0.659,8471317,0,No medals,Medium,Not top ten
592,Dominican Republic,DOM,2002,26571620979.0,0.668,8724974,0,No medals,Medium,Not top ten
593,Dominican Republic,DOM,2004,22039232610.0,0.672,8974444,1,1-25,Medium,Not top ten
594,Dominican Republic,DOM,2006,35952845583.0,0.688,9218681,0,No medals,Medium,Not top ten
595,Dominican Republic,DOM,2008,48288967303.0,0.698,9458079,2,1-25,Medium,Not top ten
596,Dominican Republic,DOM,2010,53954579004.0,0.706,9695117,0,No medals,High,Not top ten
597,Dominican Republic,DOM,2012,60613645121.0,0.714,9930916,2,1-25,High,Not top ten
598,Dominican Republic,DOM,2014,65231032303.0,0.73,10165182,0,No medals,High,Not top ten
599,Dominican Republic,DOM,2016,71583553488.0,0.743,10397738,1,1-25,High,Not top ten
600,Ecuador,ECU,1992,18094238119.0,0.654,10716131,0,No medals,Medium,Not top ten
601,Ecuador,ECU,1994,22708673337.0,0.663,11207999,0,No medals,Medium,Not top ten
602,Ecuador,ECU,1996,25226393197.0,0.668,11703169,1,1-25,Medium,Not top ten
603,Ecuador,ECU,1998,27981896948.0,0.675,12198449,0,No medals,Medium,Not top ten
604,Ecuador,ECU,2000,18327764882.0,0.675,12681123,0,No medals,Medium,Not top ten
605,Ecuador,ECU,2002,28548945000.0,0.684,13143465,0,No medals,Medium,Not top ten
606,Ecuador,ECU,2004,36591661000.0,0.693,13596390,0,No medals,Medium,Not top ten
607,Ecuador,ECU,2006,46802044000.0,0.701,14059379,0,No medals,High,Not top ten
608,Ecuador,ECU,2008,61762635000.0,0.717,14535740,1,1-25,High,Not top ten
609,Ecuador,ECU,2010,69555367000.0,0.726,15011114,0,No medals,High,Not top ten
610,Ecuador,ECU,2012,87924544000.0,0.751,15474099,0,No medals,High,Not top ten
611,Ecuador,ECU,2014,102000000000.0,0.756,15951832,0,No medals,High,Not top ten
612,Ecuador,ECU,2016,98613972000.0,0.758,16491116,0,No medals,High,Not top ten
613,Egypt,EGY,1992,41855986519.0,0.559,58666812,0,No medals,Medium,Not top ten
614,Egypt,EGY,1994,51897983393.0,0.571,61095804,0,No medals,Medium,Not top ten
615,Egypt,EGY,1996,67629716981.0,0.585,63601632,0,No medals,Medium,Not top ten
616,Egypt,EGY,1998,84828807556.0,0.594,66200259,0,No medals,Medium,Not top ten
617,Egypt,EGY,2000,99838543960.0,0.613,68831561,0,No medals,Medium,Not top ten
618,Egypt,EGY,2002,87850683979.0,0.622,71485044,0,No medals,Medium,Not top ten
619,Egypt,EGY,2004,78845185293.0,0.631,74172073,5,1-25,Medium,Not top ten
620,Egypt,EGY,2006,107000000000.0,0.645,76873670,0,No medals,Medium,Not top ten
621,Egypt,EGY,2008,163000000000.0,0.66,79636081,1,1-25,Medium,Not top ten
622,Egypt,EGY,2010,219000000000.0,0.668,82761244,0,No medals,Medium,Not top ten
623,Egypt,EGY,2012,279000000000.0,0.677,86422240,2,1-25,Medium,Not top ten
624,Egypt,EGY,2014,306000000000.0,0.685,90424668,0,No medals,Medium,Not top ten
625,Egypt,EGY,2016,333000000000.0,0.696,94447071,3,1-25,Medium,Not top ten
626,El Salvador,SLV,1992,5954700000.0,0.552,5416327,0,No medals,Medium,Not top ten
627,El Salvador,SLV,1994,8085600000.0,0.571,5561916,0,No medals,Medium,Not top ten
628,El Salvador,SLV,1996,10315500000.0,0.588,5689943,0,No medals,Medium,Not top ten
629,El Salvador,SLV,1998,12008400000.0,0.606,5797764,0,No medals,Medium,Not top ten
630,El Salvador,SLV,2000,13134100000.0,0.615,5887930,0,No medals,Medium,Not top ten
631,El Salvador,SLV,2002,14306700000.0,0.627,5962139,0,No medals,Medium,Not top ten
632,El Salvador,SLV,2004,15798300000.0,0.639,6023801,0,No medals,Medium,Not top ten
633,El Salvador,SLV,2006,18550700000.0,0.653,6079395,0,No medals,Medium,Not top ten
634,El Salvador,SLV,2008,21430950000.0,0.655,6131767,0,No medals,Medium,Not top ten
635,El Salvador,SLV,2010,21418330000.0,0.668,6183877,0,No medals,Medium,Not top ten
636,El Salvador,SLV,2012,23813600000.0,0.669,6237922,0,No medals,Medium,Not top ten
637,El Salvador,SLV,2014,25054230000.0,0.668,6295124,0,No medals,Medium,Not top ten
638,El Salvador,SLV,2016,26797470000.0,0.671,6356137,0,No medals,Medium,Not top ten
639,Equatorial Guinea,GNQ,1992,134707184.0,0.57,447269,0,No medals,Medium,Not top ten
640,Equatorial Guinea,GNQ,1994,100807002.0,0.569,479099,0,No medals,Medium,Not top ten
641,Equatorial Guinea,GNQ,1996,232463036.0,0.569,515844,0,No medals,Medium,Not top ten
642,Equatorial Guinea,GNQ,1998,370687619.0,0.569,558496,0,No medals,Medium,Not top ten
643,Equatorial Guinea,GNQ,2000,1045998496.0,0.525,606180,0,No medals,Low,Not top ten
644,Equatorial Guinea,GNQ,2002,1806742742.0,0.546,658388,0,No medals,Low,Not top ten
645,Equatorial Guinea,GNQ,2004,4410764339.0,0.554,716949,0,No medals,Medium,Not top ten
646,Equatorial Guinea,GNQ,2006,10086528699.0,0.576,784494,0,No medals,Medium,Not top ten
647,Equatorial Guinea,GNQ,2008,19749893536.0,0.583,860839,0,No medals,Medium,Not top ten
648,Equatorial Guinea,GNQ,2010,16298542028.0,0.576,943640,0,No medals,Medium,Not top ten
649,Equatorial Guinea,GNQ,2012,22389627294.0,0.584,1031191,0,No medals,Medium,Not top ten
650,Equatorial Guinea,GNQ,2014,21736500713.0,0.586,1122273,0,No medals,Medium,Not top ten
651,Equatorial Guinea,GNQ,2016,10684804794.0,0.588,1215181,0,No medals,Medium,Not top ten
652,Eritrea,ERI,1992,477101652.0,0.431,2257593,0,No medals,Low,Not top ten
653,Eritrea,ERI,1994,531688312.0,0.431,2218436,0,No medals,Low,Not top ten
654,Eritrea,ERI,1996,693535954.0,0.431,2196467,0,No medals,Low,Not top ten
655,Eritrea,ERI,1998,745526155.0,0.431,2206439,0,No medals,Low,Not top ten
656,Eritrea,ERI,2000,706370816.0,0.431,2292413,0,No medals,Low,Not top ten
657,Eritrea,ERI,2002,729321367.0,0.431,2481059,0,No medals,Low,Not top ten
658,Eritrea,ERI,2004,1109054005.0,0.431,2719809,1,1-25,Low,Not top ten
659,Eritrea,ERI,2006,1211161880.0,0.428,2918209,0,No medals,Low,Not top ten
660,Eritrea,ERI,2008,1380188800.0,0.426,3062782,0,No medals,Low,Not top ten
661,Eritrea,ERI,2010,2117039512.0,0.436,3170437,0,No medals,Low,Not top ten
662,Estonia,EST,1996,4746109767.0,0.446,1415594,0,No medals,Low,Not top ten
663,Estonia,EST,1998,5617109245.0,0.454,1386156,0,No medals,Low,Not top ten
664,Estonia,EST,2000,5685774809.0,0.787,1396985,3,1-25,High,Not top ten
665,Estonia,EST,2002,7322069511.0,0.805,1379350,3,1-25,Very high,Not top ten
666,Estonia,EST,2004,12059201242.0,0.821,1362550,3,1-25,Very high,Not top ten
667,Estonia,EST,2006,16963625016.0,0.839,1346810,3,1-25,Very high,Not top ten
668,Estonia,EST,2008,24194039256.0,0.848,1337090,3,1-25,Very high,Not top ten
669,Estonia,EST,2010,19490936349.0,0.852,1331475,1,1-25,Very high,Not top ten
670,Estonia,EST,2012,23043864510.0,0.865,1322696,2,1-25,Very high,Not top ten
671,Estonia,EST,2014,26224622451.0,0.871,1314545,0,No medals,Very high,Not top ten
672,Estonia,EST,2016,23337907619.0,0.881,1315790,4,1-25,Very high,Not top ten
673,Ethiopia,ETH,1992,10492993078.0,0.389,51423591,3,1-25,Low,Not top ten
674,Ethiopia,ETH,1994,6927950565.0,0.389,55180993,0,No medals,Low,Not top ten
675,Ethiopia,ETH,1996,8547939731.0,0.389,58883531,3,1-25,Low,Not top ten
676,Ethiopia,ETH,1998,7818224906.0,0.389,62507724,0,No medals,Low,Not top ten
677,Ethiopia,ETH,2000,8242392104.0,0.292,66224809,8,1-25,Low,Not top ten
678,Ethiopia,ETH,2002,7850809498.0,0.315,70142090,0,No medals,Low,Not top ten
679,Ethiopia,ETH,2004,10131187261.0,0.334,74239508,7,1-25,Low,Not top ten
680,Ethiopia,ETH,2006,15280861835.0,0.371,78489205,0,No medals,Low,Not top ten
681,Ethiopia,ETH,2008,27066912635.0,0.403,82916236,7,1-25,Low,Not top ten
682,Ethiopia,ETH,2010,29933790334.0,0.421,87639962,0,No medals,Low,Not top ten
683,Ethiopia,ETH,2012,43310721414.0,0.438,92726982,7,1-25,Low,Not top ten
684,Ethiopia,ETH,2014,55612228234.0,0.455,98094264,0,No medals,Low,Not top ten
685,Ethiopia,ETH,2016,72374224249.0,0.467,103603461,8,1-25,Low,Not top ten
686,Fiji,FJI,1992,1531803061.0,0.672,744470,0,No medals,Medium,Not top ten
687,Fiji,FJI,1994,1825285158.0,0.68,765607,0,No medals,Medium,Not top ten
688,Fiji,FJI,1996,2129266728.0,0.688,784389,0,No medals,Medium,Not top ten
689,Fiji,FJI,1998,1656784780.0,0.687,800148,0,No medals,Medium,Not top ten
690,Fiji,FJI,2000,1684109743.0,0.695,811011,0,No medals,Medium,Not top ten
691,Fiji,FJI,2002,1842691481.0,0.7,815257,0,No medals,Medium,Not top ten
692,Fiji,FJI,2004,2727507213.0,0.709,817864,0,No medals,High,Not top ten
693,Fiji,FJI,2006,3102741451.0,0.708,827869,0,No medals,High,Not top ten
694,Fiji,FJI,2008,3523185920.0,0.712,845356,0,No medals,High,Not top ten
695,Fiji,FJI,2010,3140508836.0,0.715,859816,0,No medals,High,Not top ten
696,Fiji,FJI,2012,3972012571.0,0.722,865065,0,No medals,High,Not top ten
697,Fiji,FJI,2014,4469573275.0,0.733,866447,0,No medals,High,Not top ten
698,Fiji,FJI,2016,4703632978.0,0.738,872406,13,1-25,High,Not top ten
699,Finland,FIN,1992,113000000000.0,0.801,5041992,2,1-25,Very high,Not top ten
700,Finland,FIN,1994,103000000000.0,0.815,5088333,3,1-25,Very high,Not top ten
701,Finland,FIN,1996,132000000000.0,0.83,5124573,4,1-25,Very high,Not top ten
702,Finland,FIN,1998,134000000000.0,0.846,5153498,58,51-75,Very high,Not top ten
703,Finland,FIN,2000,126000000000.0,0.864,5176209,5,1-25,Very high,Not top ten
704,Finland,FIN,2002,140000000000.0,0.874,5200598,13,1-25,Very high,Not top ten
705,Finland,FIN,2004,197000000000.0,0.904,5228172,2,1-25,Very high,Not top ten
706,Finland,FIN,2006,217000000000.0,0.912,5266268,41,26-50,Very high,Not top ten
707,Finland,FIN,2008,284000000000.0,0.917,5313399,5,1-25,Very high,Not top ten
708,Finland,FIN,2010,248000000000.0,0.916,5363352,47,26-50,Very high,Not top ten
709,Finland,FIN,2012,257000000000.0,0.921,5413971,5,1-25,Very high,Not top ten
710,Finland,FIN,2014,273000000000.0,0.928,5461512,33,26-50,Very high,Not top ten
711,Finland,FIN,2016,239000000000.0,0.932,5495303,1,1-25,Very high,Not top ten
712,France,FRA,1992,1410000000000.0,0.804,58851216,69,51-75,Very high,Top Ten
713,France,FRA,1994,1400000000000.0,0.825,59327200,11,1-25,Very high,Top Ten
714,France,FRA,1996,1610000000000.0,0.837,59753095,51,51-75,Very high,Top Ten
715,France,FRA,1998,1510000000000.0,0.845,60186284,15,1-25,Very high,Top Ten
716,France,FRA,2000,1370000000000.0,0.849,60912500,66,51-75,Very high,Top Ten
717,France,FRA,2002,1500000000000.0,0.852,61805266,15,1-25,Very high,Top Ten
718,France,FRA,2004,2120000000000.0,0.858,62704901,53,51-75,Very high,Top Ten
719,France,FRA,2006,2330000000000.0,0.871,63621376,15,1-25,Very high,Top Ten
720,France,FRA,2008,2920000000000.0,0.875,64374979,77,76-100,Very high,Top Ten
721,France,FRA,2010,2650000000000.0,0.879,65027505,14,1-25,Very high,Top Ten
722,France,FRA,2012,2680000000000.0,0.885,65659814,82,76-100,Very high,Top Ten
723,France,FRA,2014,2850000000000.0,0.893,66312067,18,1-25,Very high,Top Ten
724,France,FRA,2016,2470000000000.0,0.894,66724104,96,76-100,Very high,Top Ten
725,Gabon,GAB,1992,5592390849.0,0.617,1002573,0,No medals,Medium,Not top ten
726,Gabon,GAB,1994,4190819314.0,0.622,1057252,0,No medals,Medium,Not top ten
727,Gabon,GAB,1996,5694040337.0,0.626,1112944,0,No medals,Medium,Not top ten
728,Gabon,GAB,1998,4483417120.0,0.63,1170061,0,No medals,Medium,Not top ten
729,Gabon,GAB,2000,5067865321.0,0.621,1228359,0,No medals,Medium,Not top ten
730,Gabon,GAB,2002,5310381151.0,0.626,1288310,0,No medals,Medium,Not top ten
731,Gabon,GAB,2004,7756293575.0,0.626,1353788,0,No medals,Medium,Not top ten
732,Gabon,GAB,2006,10318424464.0,0.632,1430144,0,No medals,Medium,Not top ten
733,Gabon,GAB,2008,15508574820.0,0.639,1518538,0,No medals,Medium,Not top ten
734,Gabon,GAB,2010,14358585196.0,0.652,1624146,0,No medals,Medium,Not top ten
735,Gabon,GAB,2012,17171446922.0,0.666,1749677,1,1-25,Medium,Not top ten
736,Gabon,GAB,2014,18179717776.0,0.682,1883801,0,No medals,Medium,Not top ten
737,Gabon,GAB,2016,14213558130.0,0.69,2007882,0,No medals,Medium,Not top ten
738,Gambia,GMB,1992,714255461.0,0.358,1027476,0,No medals,Low,Not top ten
739,Gambia,GMB,1994,746491693.0,0.366,1094219,0,No medals,Low,Not top ten
740,Gambia,GMB,1996,848237109.0,0.377,1164091,0,No medals,Low,Not top ten
741,Gambia,GMB,1998,840285265.0,0.388,1238124,0,No medals,Low,Not top ten
742,Gambia,GMB,2000,782915402.0,0.403,1317708,0,No medals,Low,Not top ten
743,Gambia,GMB,2002,578236035.0,0.415,1404263,0,No medals,Low,Not top ten
744,Gambia,GMB,2004,578785279.0,0.431,1496524,0,No medals,Low,Not top ten
745,Gambia,GMB,2006,655068696.0,0.44,1591444,0,No medals,Low,Not top ten
746,Gambia,GMB,2008,965769127.0,0.453,1689288,0,No medals,Low,Not top ten
747,Gambia,GMB,2010,951804227.0,0.459,1793199,0,No medals,Low,Not top ten
748,Gambia,GMB,2012,910026287.0,0.461,1905020,0,No medals,Low,Not top ten
749,Gambia,GMB,2014,833240810.0,0.468,2024037,0,No medals,Low,Not top ten
750,Gambia,GMB,2016,964599178.0,0.475,2149134,0,No medals,Low,Not top ten
751,Georgia,GEO,1992,3690328964.0,0.742,4873500,0,No medals,High,Not top ten
752,Georgia,GEO,1994,2513870587.0,0.741,4836076,0,No medals,High,Not top ten
753,Georgia,GEO,1996,3094915506.0,0.741,4491699,2,1-25,High,Not top ten
754,Georgia,GEO,1998,3613500117.0,0.741,4243607,0,No medals,High,Not top ten
755,Georgia,GEO,2000,3057453483.0,0.69,4077131,6,1-25,Medium,Not top ten
756,Georgia,GEO,2002,3395778674.0,0.699,3978515,0,No medals,Medium,Not top ten
757,Georgia,GEO,2004,5125273881.0,0.715,3927340,4,1-25,High,Not top ten
758,Georgia,GEO,2006,7745406201.0,0.731,3880347,0,No medals,High,Not top ten
759,Georgia,GEO,2008,12795044473.0,0.742,3848449,6,1-25,High,Not top ten
760,Georgia,GEO,2010,11638536834.0,0.751,3786695,0,No medals,High,Not top ten
761,Georgia,GEO,2012,15846474596.0,0.767,3728874,7,1-25,High,Not top ten
762,Georgia,GEO,2014,16509305828.0,0.783,3719414,0,No medals,High,Not top ten
763,Georgia,GEO,2016,14378016729.0,0.792,3727505,7,1-25,Very high,Not top ten
764,United States,USA,2012,16200000000000.0,0.92,313877662,248,200-300,Very high,Top Ten
765,Germany,DEU,1994,2210000000000.0,0.837,81438348,4,1-25,Very high,Not top ten
766,Germany,DEU,2004,2820000000000.0,0.907,82516260,149,101-200,Very high,Not top ten
767,Germany,DEU,1998,2240000000000.0,0.86,82047195,44,26-50,Very high,Not top ten
768,Germany,DEU,1996,2500000000000.0,0.846,81914831,124,101-200,Very high,Not top ten
769,Germany,DEU,2002,2080000000000.0,0.89,82488495,61,51-75,Very high,Not top ten
770,Germany,DEU,2000,1950000000000.0,0.876,82211508,118,101-200,Very high,Not top ten
771,Germany,DEU,2006,3000000000000.0,0.918,82376451,54,51-75,Very high,Not top ten
772,Germany,DEU,2008,3750000000000.0,0.924,82110097,99,76-100,Very high,Not top ten
773,Germany,DEU,2010,3420000000000.0,0.927,81776930,54,51-75,Very high,Not top ten
774,Germany,DEU,2012,3540000000000.0,0.934,80425823,94,76-100,Very high,Not top ten
775,Germany,DEU,2014,3890000000000.0,0.937,80982500,36,26-50,Very high,Not top ten
776,Great Britain,GBR,2016,2650000000000.0,0.924,65611593,145,101-200,Very high,Top Ten
777,Ghana,GHA,1992,6413901602.0,0.474,15653345,2,1-25,Low,Not top ten
778,Ghana,GHA,1994,5444560669.0,0.48,16561677,0,No medals,Low,Not top ten
779,Ghana,GHA,1996,6934984709.0,0.484,17462504,0,No medals,Low,Not top ten
780,Ghana,GHA,1998,7480968858.0,0.487,18357159,0,No medals,Low,Not top ten
781,Ghana,GHA,2000,4983024408.0,0.494,19278850,0,No medals,Low,Not top ten
782,Ghana,GHA,2002,6166330136.0,0.499,20246376,0,No medals,Low,Not top ten
783,Ghana,GHA,2004,8881368538.0,0.509,21272328,0,No medals,Low,Not top ten
784,Ghana,GHA,2006,20409257610.0,0.529,22379057,0,No medals,Low,Not top ten
785,Ghana,GHA,2008,28526891010.0,0.553,23563832,0,No medals,Medium,Not top ten
786,Ghana,GHA,2010,32174772956.0,0.565,24779614,0,No medals,Medium,Not top ten
787,Ghana,GHA,2012,41939728979.0,0.577,25996454,0,No medals,Medium,Not top ten
788,Ghana,GHA,2014,38616536132.0,0.59,27224480,0,No medals,Medium,Not top ten
789,Ghana,GHA,2016,42689783734.0,0.598,28481947,0,No medals,Medium,Not top ten
790,Great Britain,GBR,1992,1180000000000.0,0.807,57580402,5,1-25,Very high,Top Ten
791,Great Britain,GBR,1994,1140000000000.0,0.833,57865745,3,1-25,Very high,Top Ten
792,Great Britain,GBR,1996,1410000000000.0,0.851,58166950,26,26-50,Very high,Top Ten
793,Great Britain,GBR,1998,1640000000000.0,0.862,58487141,4,1-25,Very high,Top Ten
794,Great Britain,GBR,2000,1650000000000.0,0.874,58892514,54,51-75,Very high,Top Ten
795,Great Britain,GBR,2002,1770000000000.0,0.881,59370479,6,1-25,Very high,Top Ten
796,Great Britain,GBR,2004,2400000000000.0,0.892,59987905,57,51-75,Very high,Top Ten
797,Great Britain,GBR,2006,2690000000000.0,0.896,60846820,1,1-25,Very high,Top Ten
798,Great Britain,GBR,2008,2890000000000.0,0.903,61806995,81,76-100,Very high,Top Ten
799,Great Britain,GBR,2010,2440000000000.0,0.912,62766365,1,1-25,Very high,Top Ten
800,Great Britain,GBR,2012,2660000000000.0,0.904,63700215,126,101-200,Very high,Top Ten
801,Great Britain,GBR,2014,3020000000000.0,0.925,64602298,1,1-25,Very high,Top Ten
802,United States,USA,2000,10300000000000.0,0.886,282162411,242,200-300,Very high,Top Ten
803,Greece,GRC,1992,116000000000.0,0.771,10399061,2,1-25,High,Not top ten
804,Greece,GRC,1994,117000000000.0,0.774,10512922,0,No medals,High,Not top ten
805,Greece,GRC,1996,146000000000.0,0.78,10608800,8,1-25,High,Not top ten
806,Greece,GRC,1998,144000000000.0,0.795,10720509,0,No medals,Very high,Not top ten
807,Greece,GRC,2000,130000000000.0,0.804,10805808,18,1-25,Very high,Not top ten
808,Greece,GRC,2002,154000000000.0,0.826,10902022,0,No medals,Very high,Not top ten
809,Greece,GRC,2004,241000000000.0,0.843,10955141,31,26-50,Very high,Not top ten
810,Greece,GRC,2006,273000000000.0,0.859,11020362,0,No medals,Very high,Not top ten
811,Greece,GRC,2008,354000000000.0,0.865,11077841,7,1-25,Very high,Not top ten
812,Greece,GRC,2010,299000000000.0,0.865,11121341,0,No medals,Very high,Not top ten
813,Greece,GRC,2012,246000000000.0,0.865,11045011,3,1-25,Very high,Not top ten
814,Greece,GRC,2014,237000000000.0,0.875,10892413,0,No medals,Very high,Not top ten
815,Greece,GRC,2016,193000000000.0,0.874,10775971,7,1-25,Very high,Not top ten
816,Grenada,GRD,1992,310160444.0,0.75,97161,0,No medals,High,Not top ten
817,Grenada,GRD,1994,325111815.0,0.75,99345,0,No medals,High,Not top ten
818,Grenada,GRD,1996,366911444.0,0.75,101003,0,No medals,High,Not top ten
819,Grenada,GRD,1998,445903593.0,0.75,102023,0,No medals,High,Not top ten
820,Grenada,GRD,2000,520044370.0,0.75,102837,0,No medals,High,Not top ten
821,Grenada,GRD,2002,540336926.0,0.721,103636,0,No medals,High,Not top ten
822,Grenada,GRD,2004,599118593.0,0.731,104346,0,No medals,High,Not top ten
823,Grenada,GRD,2006,698700656.0,0.745,104938,0,No medals,High,Not top ten
824,Grenada,GRD,2008,825977889.0,0.753,105457,0,No medals,High,Not top ten
825,Grenada,GRD,2010,771015889.0,0.754,106227,0,No medals,High,Not top ten
826,Grenada,GRD,2012,799882148.0,0.757,107452,1,1-25,High,Not top ten
827,Grenada,GRD,2014,911481482.0,0.766,108900,0,No medals,High,Not top ten
828,Grenada,GRD,2016,1056188593.0,0.771,110263,1,1-25,High,Not top ten
829,Guatemala,GTM,1992,10440842165.0,0.493,9544055,0,No medals,Low,Not top ten
830,Guatemala,GTM,1994,12983235568.0,0.504,10037522,0,No medals,Low,Not top ten
831,Guatemala,GTM,1996,15674852771.0,0.518,10536942,0,No medals,Low,Not top ten
832,Guatemala,GTM,1998,19395461990.0,0.534,11046215,0,No medals,Low,Not top ten
833,Guatemala,GTM,2000,19288926545.0,0.549,11589761,0,No medals,Low,Not top ten
834,Guatemala,GTM,2002,20776669467.0,0.563,12147518,0,No medals,Medium,Not top ten
835,Guatemala,GTM,2004,23965275996.0,0.571,12682108,0,No medals,Medium,Not top ten
836,Guatemala,GTM,2006,30231249362.0,0.583,13213330,0,No medals,Medium,Not top ten
837,Guatemala,GTM,2008,39136893345.0,0.597,13739299,0,No medals,Medium,Not top ten
838,Guatemala,GTM,2010,41338595381.0,0.606,14259687,0,No medals,Medium,Not top ten
839,Guatemala,GTM,2012,50388454861.0,0.618,14781942,1,1-25,Medium,Not top ten
840,Guatemala,GTM,2014,58722323918.0,0.648,15306316,0,No medals,Medium,Not top ten
841,Guatemala,GTM,2016,68763255964.0,0.653,15827690,0,No medals,Medium,Not top ten
842,Guinea,GIN,1992,3284625277.0,0.291,6716032,0,No medals,Low,Not top ten
843,Guinea,GIN,1994,3383218923.0,0.301,7081119,0,No medals,Low,Not top ten
844,Guinea,GIN,1996,3869032271.0,0.31,7463782,0,No medals,Low,Not top ten
845,Guinea,GIN,1998,3588376057.0,0.326,7860772,0,No medals,Low,Not top ten
846,Guinea,GIN,2000,2995360969.0,0.34,8240735,0,No medals,Low,Not top ten
847,Guinea,GIN,2002,2949637039.0,0.356,8586077,0,No medals,Low,Not top ten
848,Guinea,GIN,2004,3666349049.0,0.372,8925729,0,No medals,Low,Not top ten
849,Guinea,GIN,2006,4220053411.0,0.392,9307421,0,No medals,Low,Not top ten
850,Guinea,GIN,2008,6963961726.0,0.408,9738796,0,No medals,Low,Not top ten
851,Guinea,GIN,2010,6861546076.0,0.416,10192168,0,No medals,Low,Not top ten
852,Guinea,GIN,2012,7387103675.0,0.439,10652032,0,No medals,Low,Not top ten
853,Guinea,GIN,2014,8791353805.0,0.452,11150970,0,No medals,Low,Not top ten
854,Guinea,GIN,2016,8200248003.0,0.465,11738434,0,No medals,Low,Not top ten
855,Guinea-Bissau,GNB,1992,226313493.0,0.438,1020353,0,No medals,Low,Not top ten
856,Guinea-Bissau,GNB,1994,235619995.0,0.438,1066345,0,No medals,Low,Not top ten
857,Guinea-Bissau,GNB,1996,270419779.0,0.438,1110835,0,No medals,Low,Not top ten
858,Guinea-Bissau,GNB,1998,206457553.0,0.438,1154372,0,No medals,Low,Not top ten
859,Guinea-Bissau,GNB,2000,370173852.0,0.438,1201305,0,No medals,Low,Not top ten
860,Guinea-Bissau,GNB,2002,415843482.0,0.438,1254454,0,No medals,Low,Not top ten
861,Guinea-Bissau,GNB,2004,531109356.0,0.438,1313492,0,No medals,Low,Not top ten
862,Guinea-Bissau,GNB,2006,591829908.0,0.411,1377582,0,No medals,Low,Not top ten
863,Guinea-Bissau,GNB,2008,864136713.0,0.424,1446936,0,No medals,Low,Not top ten
864,Guinea-Bissau,GNB,2010,850633310.0,0.436,1522603,0,No medals,Low,Not top ten
865,Guinea-Bissau,GNB,2012,989875559.0,0.448,1604981,0,No medals,Low,Not top ten
866,Guinea-Bissau,GNB,2014,1055186196.0,0.459,1692433,0,No medals,Low,Not top ten
867,Guinea-Bissau,GNB,2016,1164944510.0,0.468,1782434,0,No medals,Low,Not top ten
868,Guyana,GUY,1992,368281379.0,0.559,1020353,0,No medals,Medium,Not top ten
869,Guyana,GUY,1994,540874934.0,0.582,1066345,0,No medals,Medium,Not top ten
870,Guyana,GUY,1996,705406001.0,0.598,1110835,0,No medals,Medium,Not top ten
871,Guyana,GUY,1998,717530683.0,0.607,1154372,0,No medals,Medium,Not top ten
872,Guyana,GUY,2000,712667897.0,0.616,1201305,0,No medals,Medium,Not top ten
873,Guyana,GUY,2002,722460886.0,0.622,1254454,0,No medals,Medium,Not top ten
